"y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
7.76406836615721,2.07780180583674,2.63238617187307,1.2838539483445,5.33222086497349,2.68162121672174,1.46145507341281,1.63568303854689,1.45642092653181,1.41726897139859,2.95633144368821,3.82261693851626,0.504259855372742,4.62388907531127,5.90571697427983,0.0989652274875334,4.05870206566657,0.408803542228433,1.60929647292623,4.31216159205035,3.29770578252252,0.981698055733036,4.29766326196528,3.55354321494992,2.60816638834758,3.58685669328715,2.29160109497816,2.54313358081868,4.83520862029282,3.03791681086908,0.887153068869124,3.64142231171847,5.28144502945327,1.64185146920107,4.00967986662092,3.83686890003052,0.247956975077574,1.22664407037488,2.25580741751354,0.401806286558933,1.55171211279792,4.89604206149554,3.21342389159204,3.63339056815839,4.86204534775024,0.456634280810683,2.25207527211184,3.89719928320456,4.95905404226604,3.91197922063114,4.34893635943273
-1.5504222493001,2.77955301254555,0.377188677090972,0.805927889674381,1.15556226336087,3.86256329912823,1.4576438631406,0.549784346027652,1.65312640120153,6.1893024487417,1.66126818253369,1.17404227902485,2.2633123350149,3.48377197187473,4.97422206845235,4.13492396847762,3.91680674642554,2.37451421245945,3.66589746222387,2.50492045482574,5.17570721394026,3.70397185384368,6.26966278295217,1.30664397521774,2.60346567414397,1.34009610746761,3.89983739263527,0.576340987578368,2.60581257656473,5.39117361672937,4.28492614188167,5.82524763072867,3.9564000010378,5.73301610397823,2.89234436218657,0.113581110354864,4.85349842588521,2.09367961793135,0.945444490952259,4.92095981640291,2.02935566589484,0.182977959046451,1.57263121520251,4.75951828485796,0.850703010783612,4.70282472041773,4.87198898333686,0.34874515356119,1.92401479418471,3.37947906006776,6.10268974748932
1.63120089123514,2.50237700936103,1.28474432710092,4.52185205486552,2.43878189042621,3.7301559384359,1.58121838486973,2.51432043640699,2.29055516121654,0.3754367639339,4.97482535538739,1.04719780915782,2.99157261941892,0.0331791897721464,6.07543333955624,2.54250293000097,6.02642253225368,0.849191803241467,0.98789985993736,4.44930473455557,3.06458666179828,5.32239828585793,2.90757751017118,3.09081762560036,4.89664943289786,3.01012758330193,5.91260873014912,0.849989702168588,3.91375867468397,2.36777963104568,1.27935288734867,1.66357387455216,3.09927637592983,1.18035220311565,4.2979224486243,1.34505796717755,5.48735593661763,5.8394123130874,1.75765400895596,2.06098065881416,3.53205050529229,4.40289911956401,3.55467619233726,5.2775092912054,5.74035617840751,1.24948558903867,3.25880682005317,2.03214281303071,1.04352465300184,2.99357752377695,4.74974921050823
7.82825514284965,3.07651498714091,3.62296510879902,3.77802438080581,3.30346602977423,3.58194660917387,2.94207215002853,3.99212136353593,0.0972788837816921,6.05289562947872,3.71530086992553,4.23029454438206,5.6706646204801,2.47751457031208,5.34806403516798,1.09364148050029,3.42677152818317,2.81035802525226,4.60380173107275,2.93902811447795,5.26789898004023,2.48287179094753,3.85469086149532,6.16385716411203,3.11458344955375,2.53270338160473,0.60279039284512,4.66394999996387,2.50804726959584,4.98619081568443,4.11530740298036,4.43215694718425,4.9733858366828,5.6519572907533,1.91875474641975,1.64261214417767,4.00534852752898,2.83901874384052,0.428699612853921,5.34094083102936,0.501055236767514,3.19037703628372,5.79115225047351,2.05323602609341,4.98597544781064,4.63311786475597,4.43076411019557,4.03064877846027,4.27030809243266,0.0429493525329276,3.48194473745451
7.61893276773523,2.08015763059487,1.15266289285331,4.78028689834265,5.07484889146058,5.17545972916296,5.31714539322529,2.21441593522073,2.00045289873286,4.91098781044598,4.44507821500692,4.03505873769563,4.78196562609697,2.94067484382512,2.04303714202324,2.66517491612445,1.41424847127406,0.890252335428874,1.14891989259947,0.735552493616655,4.20678002927384,5.72286134005441,5.08325848627967,4.65302298938145,1.58885795520279,5.01737269218046,2.27210736486034,3.15147316133546,0.406256239048745,0.883399058693818,0.306456587958405,5.08131349573158,0.80478670092786,3.64202522999815,2.11624008955126,0.0196134831288704,4.540619981585,1.06409450419585,4.59158762029459,1.11854221435581,2.5929771644783,5.00742328099326,5.45533476353867,1.28881231899483,4.50737121104025,0.531344363116919,1.94033028796194,3.7296857463248,1.85385413548308,2.04114051115809,0.487567328107694
4.61422929204961,6.01945029687209,5.70863974725656,3.14104204487187,1.27671504270614,1.33150756558322,5.25715534770196,3.18805018315523,5.834112450544,6.15959841355226,0.534135155844638,5.63494872636975,3.39719521451956,0.0695770919022965,0.107620459418399,0.463894692035953,5.23107453927446,0.142198340777378,2.98393308858465,1.93267861929637,5.8217702130117,3.61381587137656,0.681938542894691,4.82239291810167,2.34624900255144,0.209014319633948,4.24383136131911,6.00554420137596,5.83559652827037,0.715503757249168,0.00733239557227856,1.59827024723968,0.079568080684225,2.4215343495969,3.43593709908599,3.25325720667235,1.14908791166671,5.44700958933318,5.42842910777011,3.98357112230978,1.20574189978415,0.934808147563006,0.742112215358252,6.10576857562058,5.72230540485176,3.44355440673171,4.20428894164718,2.95803901872413,5.74077167493746,0.548711912967939,5.54825309229146
1.64396805265915,2.03557853173075,3.43932286205947,6.00212141340882,2.91823710518039,2.59348088520886,0.622977041425775,0.915670440503548,3.13876306866337,5.73743898078023,4.92678635871321,0.742272014288805,5.70264926595754,3.44385124743918,5.50712514737604,1.57912792028492,5.43469127197439,4.96796268232951,4.44155663471897,5.10305946576709,0.541189910046324,2.85758738747049,1.02611807688521,4.77129493777997,2.31722066142737,3.95642672269944,0.36380586885472,2.36459410205847,4.96414277793516,1.34442415645679,0.407439208735609,0.797562128269696,0.0908222509513041,5.7961043715378,5.71558549065465,3.79616783607355,2.57957820416353,2.69511119687356,2.84299195619791,3.89723635793745,5.49036957419345,1.11368764213196,5.74054614856053,2.55611353652594,5.46562127932763,1.26874745541844,5.48168718318844,5.5633394671681,0.251048008334373,2.44387718143124,0.193898164133968
1.67353352251718,1.0339857790523,0.248020127788138,2.79490644019172,0.827908880425161,3.47569145316298,1.02481547268366,3.55937091589134,1.52463824631986,5.08013759486488,2.85147026720502,3.35919763780226,5.43888912418035,1.21581296723882,3.64241925966821,5.34115219782221,1.23446353428122,0.387012132494463,6.10023513918789,3.68774121077796,0.133568066228945,0.382570531803966,3.67009695874976,2.6871402390226,1.751696813432,0.77756366069325,2.4721123093548,3.35565240944355,4.47753424779954,3.42269014034842,0.252336583151544,4.78290493068564,1.76802987831828,4.65827173756716,1.2331415449522,5.41372798359214,2.14151422885775,2.50589775139693,4.98062462305302,3.78490000800328,0.308805228325846,3.70285537524643,4.30942359311027,4.4366409768878,5.38869208195777,0.774171759315514,2.04133603015939,3.88754158519696,3.11310274385355,4.17692085015918,1.47251833287054
1.5705631367187,6.01813677344999,2.63903444550892,4.98255342494965,0.58218714323136,5.30680568280914,4.79965880542034,4.9443123981831,1.90418567400512,2.45611736433542,5.39335939774164,2.97559792703743,0.413034169651046,6.20702504734764,4.10935461669149,4.03498082560456,2.86514332277695,1.80231774494555,3.77411987585893,0.0247128220282324,4.67456453270748,3.58569691670352,2.95635479624951,5.08383697675327,4.93066987956316,6.11999994656288,2.64866113111616,5.66719635624154,5.99448253211018,2.41883696565146,1.99012518424496,1.34277040071409,3.82390130598103,4.87896355499862,1.22307839188434,5.83208454472501,2.94384323033828,0.706046050383429,3.89495220446186,5.84145752522727,4.98751647108616,4.93755560089537,0.244349350336951,5.52025186448793,5.49537914843947,2.40031212617754,1.65109436263897,5.80456142780814,4.76328246962851,5.61733135253541,1.51376033419401
7.78460556266942,0.380305304099568,4.06993523281878,5.38867305524523,6.25473064352863,4.72538202043125,2.5510915640492,0.0337596303155392,5.43570535947235,2.25870227491883,5.23979008878065,5.46654640238843,3.54678955854731,0.87622407164395,6.06829917084662,4.57993931502734,3.64994363544295,1.90837323165656,3.18352066840276,1.642452400838,4.17007793088412,3.59040508447474,3.2012135375875,1.88672192412412,2.78922985868789,2.18265209820942,2.80431753995038,0.410494720878526,1.46088838137352,2.63456584227652,4.37915213799548,0.451341285204742,3.34713637855669,0.167626408324172,1.66865058064592,1.04121412750203,4.6467163232092,1.42700613511625,5.82804207197408,5.83747306449277,0.605275106537705,0.848346169297419,0.502748737068599,0.879993026990355,0.808580125042058,1.85897193787152,0.681975342598975,4.22970976774948,0.891788247268624,1.13467767997129,0.880631042137675
